Year,County,Hospital,Measure,Adverse_Events,Cases,Risk_Adjusted_Rate,Performance_Rating,Latitude,Longitude
2017,Alameda,Highland Hospital,Acute Stroke,13.0,118.0,10.0,As Expected,37.79925,-122.231
2017,Alameda,Highland Hospital,PCI,4.0,138.0,2.8,As Expected,37.79925,-122.231
2017,Alameda,Highland Hospital,Hip Fracture,0.0,45.0,0.0,As Expected,37.79925,-122.231
2017,Alameda,Highland Hospital,Elective PCI Stroke,0.0,0.0,0.0,As Expected,37.79925,-122.23138
2017,Alameda,Highland Hospital,Acute Stroke Subarachnoid,2.0,3.0,54.3,As Expected,37.79925,-122.231
2017,Alameda,Alta Bates Summit Medical Center,Acute Stroke Ischemic,4.0,309.0,1.1,Better,37.82106,-122.262
2017,Alameda,Alta Bates Summit Medical Center,Hip Fracture,2.0,95.0,1.8,As Expected,37.82106,-122.262
2017,Alameda,Alta Bates Summit Medical Center,Pancreatic Resection,0.0,8.0,0.0,As Expected,37.82106,-122.262
2017,Alameda,Alta Bates Summit Medical Center,PCI,9.0,349.0,3.3,As Expected,37.82106,-122.262
2017,Alameda,Alta Bates Summit Medical Center,Isolated CABG Operative Mor,2.0,144.0,1.65,As Expected,37.82,-122.26
2017,Alameda,Alta Bates Summit Medical Center,Pneumonia,4.0,109.0,2.8,As Expected,37.82106,-122.262
2017,Alameda,Alta Bates Summit Medical Center,Heart Failure,27.0,675.0,2.9,As Expected,37.82106,-122.262
2017,Alameda,Alta Bates Summit Medical Center,GI Hemorrhage,9.0,341.0,2.6,As Expected,37.82106,-122.262
2017,Alameda,Alta Bates Summit Medical Center,Acute Stroke Hemorrhagic,4.0,15.0,21.4,As Expected,37.82106,-122.262
2017,Alameda,Alta Bates Summit Medical Center,AMI,25.0,451.0,5.7,As Expected,37.82106,-122.262
2017,Alameda,Alta Bates Summit Medical Center,Carotid Endarterectomy,1.0,14.0,12.6,As Expected,37.82106,-122.262
2017,Alameda,Alta Bates Summit Medical Center,Acute Stroke,8.0,325.0,3.3,Better,37.82106,-122.262
2017,Alameda,St. Rose Hospital,Acute Stroke,3.0,67.0,5.9,As Expected,37.63291,-122.089
2017,Alameda,St. Rose Hospital,PCI,8.0,173.0,7.4,As Expected,37.63291,-122.089
2017,Alameda,St. Rose Hospital,Acute Stroke Hemorrhagic,1.0,3.0,14.8,As Expected,37.63291,-122.089
2017,Alameda,St. Rose Hospital,Pneumonia,4.0,147.0,3.2,As Expected,37.63291,-122.089
2017,Alameda,St. Rose Hospital,Hip Fracture,1.0,26.0,3.8,As Expected,37.63291,-122.089
2017,Alameda,St. Rose Hospital,GI Hemorrhage,1.0,114.0,1.2,As Expected,37.63291,-122.089
2017,Alameda,St. Rose Hospital,Elective PCI Mortality,0.0,26.0,0.0,As Expected,37.63291,-122.08962
2017,Alameda,St. Rose Hospital,Heart Failure,6.0,219.0,4.0,As Expected,37.63291,-122.089
2017,Alameda,St. Rose Hospital,Acute Stroke Ischemic,1.0,62.0,2.1,As Expected,37.63291,-122.089
2017,Alameda,St. Rose Hospital,Elective PCI Stroke,0.0,26.0,0.0,As Expected,37.63291,-122.08962
2017,Alameda,St. Rose Hospital,AMI,13.0,207.0,10.2,Worse,37.63291,-122.089
2017,Alameda,St. Rose Hospital,Elective PCI Emergency CABG,0.0,26.0,0.0,As Expected,37.63291,-122.08962
2017,Alameda,Washington Hospital  Fremont,PCI,11.0,230.0,6.1,As Expected,37.55847,-121.98
2017,Alameda,Washington Hospital  Fremont,Acute Stroke Hemorrhagic,20.0,65.0,33.5,Worse,37.55847,-121.98
2017,Alameda,Washington Hospital  Fremont,Carotid Endarterectomy,0.0,17.0,0.0,As Expected,37.55847,-121.98
2017,Alameda,Washington Hospital  Fremont,Acute Stroke Ischemic,18.0,235.0,9.8,Worse,37.55847,-121.98
2017,Alameda,Washington Hospital  Fremont,Pneumonia,19.0,351.0,4.6,Worse,37.55847,-121.98
2017,Alameda,Washington Hospital  Fremont,Acute Stroke,44.0,323.0,15.3,Worse,37.55847,-121.98
2017,Alameda,Washington Hospital  Fremont,AMI,18.0,302.0,6.2,As Expected,37.55847,-121.98
2017,Alameda,Washington Hospital  Fremont,Isolated CABG Operative Mor,1.0,94.0,1.22,As Expected,37.56,-121.98
2017,Alameda,Washington Hospital  Fremont,GI Hemorrhage,13.0,305.0,5.1,Worse,37.55847,-121.98
2017,Alameda,Washington Hospital  Fremont,Heart Failure,8.0,478.0,1.8,As Expected,37.55847,-121.98
2017,Alameda,Washington Hospital  Fremont,Hip Fracture,5.0,93.0,4.8,As Expected,37.55847,-121.98
2017,Alameda,Washington Hospital  Fremont,Acute Stroke Subarachnoid,6.0,23.0,33.4,As Expected,37.55847,-121.98
2017,Alameda,San Leandro Hospital,Pneumonia,0.0,98.0,0.0,As Expected,37.71364,-122.14
2017,Alameda,San Leandro Hospital,Acute Stroke Ischemic,0.0,39.0,0.0,As Expected,37.71364,-122.14
2017,Alameda,San Leandro Hospital,Heart Failure,3.0,226.0,1.6,As Expected,37.71364,-122.14
2017,Alameda,San Leandro Hospital,GI Hemorrhage,1.0,73.0,1.0,As Expected,37.71364,-122.14
2017,Alameda,San Leandro Hospital,AMI,1.0,12.0,8.0,As Expected,37.71364,-122.14
2017,Alameda,San Leandro Hospital,Hip Fracture,0.0,25.0,0.0,As Expected,37.71364,-122.14
2017,Alameda,San Leandro Hospital,Carotid Endarterectomy,0.0,18.0,0.0,As Expected,37.71364,-122.14
2017,Alameda,San Leandro Hospital,Acute Stroke,0.0,40.0,0.0,As Expected,37.71364,-122.14
2017,Alameda,Stanford Health Care Tri-Valley,Carotid Endarterectomy,0.0,10.0,0.0,As Expected,37.69206,-121.88
2017,Alameda,Stanford Health Care Tri-Valley,Acute Stroke,3.0,63.0,11.5,As Expected,37.69206,-121.88
2017,Alameda,Stanford Health Care Tri-Valley,Hip Fracture,0.0,87.0,0.0,As Expected,37.69206,-121.88
2017,Alameda,Stanford Health Care Tri-Valley,AMI,15.0,160.0,9.1,As Expected,37.69206,-121.88
2017,Alameda,Stanford Health Care Tri-Valley,Pneumonia,6.0,157.0,3.8,As Expected,37.69206,-121.88
2017,Alameda,Stanford Health Care Tri-Valley,Heart Failure,6.0,285.0,1.7,As Expected,37.69206,-121.88
2017,Alameda,Stanford Health Care Tri-Valley,Acute Stroke Ischemic,2.0,59.0,5.5,As Expected,37.69206,-121.88
2017,Alameda,Stanford Health Care Tri-Valley,Acute Stroke Hemorrhagic,1.0,3.0,49.6,As Expected,37.69206,-121.88
2017,Alameda,Stanford Health Care Tri-Valley,GI Hemorrhage,2.0,143.0,1.3,As Expected,37.69206,-121.88
2017,Alameda,Stanford Health Care Tri-Valley,Isolated CABG Operative Mor,0.0,34.0,0.0,As Expected,37.69,-121.88
2017,Alameda,Stanford Health Care Tri-Valley,PCI,10.0,133.0,8.7,Worse,37.69206,-121.88
2017,Alameda,Kaiser Foundation Hospital  Fremont,Heart Failure,5.0,140.0,2.1,As Expected,37.55055,-121.974
2017,Alameda,Kaiser Foundation Hospital  Fremont,GI Hemorrhage,4.0,82.0,5.7,As Expected,37.55055,-121.974
2017,Alameda,Kaiser Foundation Hospital  Fremont,PCI,1.0,33.0,2.9,As Expected,37.55055,-121.974
2017,Alameda,Kaiser Foundation Hospital  Fremont,Pneumonia,3.0,76.0,2.8,As Expected,37.55055,-121.974
2017,Alameda,Kaiser Foundation Hospital  Fremont,Acute Stroke Hemorrhagic,3.0,17.0,16.1,As Expected,37.55055,-121.974
2017,Alameda,Kaiser Foundation Hospital  Fremont,AMI,4.0,68.0,4.8,As Expected,37.55055,-121.974
2017,Alameda,Kaiser Foundation Hospital  Fremont,Acute Stroke Subarachnoid,2.0,6.0,17.7,As Expected,37.55055,-121.974
2017,Alameda,Kaiser Foundation Hospital  Fremont,Acute Stroke Ischemic,6.0,84.0,5.2,As Expected,37.55055,-121.974
2017,Alameda,Kaiser Foundation Hospital  Fremont,Acute Stroke,11.0,107.0,8.1,As Expected,37.55055,-121.974
2017,Alameda,Kaiser Foundation Hospital  Fremont,Hip Fracture,1.0,68.0,1.5,As Expected,37.55055,-121.974
2017,Alameda,Eden Medical Center,Heart Failure,9.0,267.0,2.8,As Expected,37.69837,-122.087
2017,Alameda,Eden Medical Center,GI Hemorrhage,6.0,180.0,2.8,As Expected,37.69837,-122.087
2017,Alameda,Eden Medical Center,AMI,5.0,40.0,7.3,As Expected,37.69837,-122.087
2017,Alameda,Eden Medical Center,Carotid Endarterectomy,0.0,19.0,0.0,As Expected,37.69837,-122.087
2017,Alameda,Eden Medical Center,Acute Stroke Ischemic,36.0,373.0,4.9,As Expected,37.69837,-122.087
2017,Alameda,Eden Medical Center,Hip Fracture,5.0,126.0,2.6,As Expected,37.69837,-122.087
2017,Alameda,Eden Medical Center,Acute Stroke Subarachnoid,20.0,78.0,21.2,As Expected,37.69837,-122.087
2017,Alameda,Eden Medical Center,Pneumonia,3.0,105.0,1.8,As Expected,37.69837,-122.087
2017,Alameda,Eden Medical Center,Acute Stroke,88.0,569.0,8.7,As Expected,37.69837,-122.087
2017,Alameda,Eden Medical Center,Acute Stroke Hemorrhagic,32.0,118.0,20.4,As Expected,37.69837,-122.087
2017,Alameda,Kaiser Foundation Hospital  Oakland/Richmond,Carotid Endarterectomy,0.0,10.0,0.0,As Expected,37.82402,-122.257
2017,Alameda,Kaiser Foundation Hospital  Oakland/Richmond,Hip Fracture,2.0,173.0,1.8,As Expected,37.82402,-122.257
2017,Alameda,Kaiser Foundation Hospital  Oakland/Richmond,GI Hemorrhage,7.0,356.0,2.2,As Expected,37.82402,-122.257
2017,Alameda,Kaiser Foundation Hospital  Oakland/Richmond,AMI,19.0,236.0,6.5,As Expected,37.82402,-122.257
2017,Alameda,Kaiser Foundation Hospital  Oakland/Richmond,Acute Stroke Hemorrhagic,25.0,98.0,25.7,As Expected,37.82402,-122.257
2017,Alameda,Kaiser Foundation Hospital  Oakland/Richmond,Pneumonia,8.0,189.0,3.0,As Expected,37.82402,-122.257
2017,Alameda,Kaiser Foundation Hospital  Oakland/Richmond,PCI,2.0,76.0,3.6,As Expected,37.82402,-122.257
2017,Alameda,Kaiser Foundation Hospital  Oakland/Richmond,Pancreatic Resection,1.0,89.0,1.7,As Expected,37.82402,-122.257
2017,Alameda,Kaiser Foundation Hospital  Oakland/Richmond,Acute Stroke,46.0,509.0,8.9,As Expected,37.82402,-122.257
2017,Alameda,Kaiser Foundation Hospital  Oakland/Richmond,Acute Stroke Ischemic,19.0,403.0,4.1,As Expected,37.82402,-122.257
2017,Alameda,Kaiser Foundation Hospital  Oakland/Richmond,Heart Failure,20.0,866.0,2.0,As Expected,37.82402,-122.257
2017,Alameda,Kaiser Foundation Hospital  Oakland/Richmond,Acute Stroke Subarachnoid,2.0,8.0,13.8,As Expected,37.82402,-122.257
2017,Alameda,Kaiser Foundation Hospital  San Leandro,Acute Stroke Ischemic,12.0,170.0,5.6,As Expected,37.70611,-122.169
2017,Alameda,Kaiser Foundation Hospital  San Leandro,Heart Failure,15.0,309.0,3.5,As Expected,37.70611,-122.169
2017,Alameda,Kaiser Foundation Hospital  San Leandro,AMI,6.0,47.0,6.3,As Expected,37.70611,-122.169
2017,Alameda,Kaiser Foundation Hospital  San Leandro,GI Hemorrhage,3.0,157.0,2.0,As Expected,37.70611,-122.169
2017,Alameda,Kaiser Foundation Hospital  San Leandro,Carotid Endarterectomy,0.0,21.0,0.0,As Expected,37.70611,-122.169
2017,Alameda,Kaiser Foundation Hospital  San Leandro,Acute Stroke,17.0,217.0,8.6,As Expected,37.70611,-122.169
2017,Alameda,Kaiser Foundation Hospital  San Leandro,Pneumonia,4.0,129.0,1.9,As Expected,37.70611,-122.169
2017,Alameda,Kaiser Foundation Hospital  San Leandro,Hip Fracture,1.0,116.0,1.0,As Expected,37.70611,-122.169
2017,Alameda,Kaiser Foundation Hospital  San Leandro,Acute Stroke Hemorrhagic,5.0,44.0,16.8,As Expected,37.70611,-122.169
2017,Alameda,Kaiser Foundation Hospital  San Leandro,Acute Stroke Subarachnoid,0.0,3.0,0.0,As Expected,37.70611,-122.169
2017,Amador,Sutter Amador Hospital,GI Hemorrhage,0.0,60.0,0.0,As Expected,38.34743,-120.772
2017,Amador,Sutter Amador Hospital,Heart Failure,3.0,109.0,3.0,As Expected,38.34743,-120.772
2017,Amador,Sutter Amador Hospital,Hip Fracture,1.0,48.0,1.6,As Expected,38.34743,-120.772
2017,Amador,Sutter Amador Hospital,AMI,2.0,6.0,7.6,As Expected,38.34743,-120.772
2017,Amador,Sutter Amador Hospital,Acute Stroke,4.0,73.0,5.9,As Expected,38.34743,-120.772
2017,Amador,Sutter Amador Hospital,Acute Stroke Hemorrhagic,2.0,8.0,23.1,As Expected,38.34743,-120.772
2017,Amador,Sutter Amador Hospital,Pneumonia,2.0,55.0,3.7,As Expected,38.34743,-120.772
2017,Amador,Sutter Amador Hospital,Acute Stroke Ischemic,2.0,64.0,2.4,As Expected,38.34743,-120.772
2017,Butte,Orchard Hospital,Heart Failure,0.0,17.0,0.0,As Expected,39.36701,-121.689
2017,Butte,Orchard Hospital,GI Hemorrhage,0.0,3.0,0.0,As Expected,39.36701,-121.689
2017,Butte,Orchard Hospital,Pneumonia,0.0,21.0,0.0,As Expected,39.36701,-121.689
2017,Butte,ADVENTIST HEALTH FEATHER RIVER,GI Hemorrhage,6.0,116.0,4.5,As Expected,39.75743,-121.572
2017,Butte,ADVENTIST HEALTH FEATHER RIVER,Carotid Endarterectomy,0.0,12.0,0.0,As Expected,39.75743,-121.572
2017,Butte,ADVENTIST HEALTH FEATHER RIVER,Acute Stroke Hemorrhagic,2.0,4.0,29.4,As Expected,39.75743,-121.572
2017,Butte,ADVENTIST HEALTH FEATHER RIVER,Acute Stroke Ischemic,2.0,90.0,2.3,As Expected,39.75743,-121.572
2017,Butte,ADVENTIST HEALTH FEATHER RIVER,Heart Failure,5.0,180.0,1.7,As Expected,39.75743,-121.572
2017,Butte,ADVENTIST HEALTH FEATHER RIVER,AMI,5.0,32.0,7.0,As Expected,39.75743,-121.572
2017,Butte,ADVENTIST HEALTH FEATHER RIVER,Hip Fracture,0.0,68.0,0.0,As Expected,39.75743,-121.572
2017,Butte,ADVENTIST HEALTH FEATHER RIVER,Acute Stroke,4.0,94.0,6.3,As Expected,39.75743,-121.572
2017,Butte,ADVENTIST HEALTH FEATHER RIVER,Pneumonia,2.0,159.0,0.9,As Expected,39.75743,-121.572
2017,Butte,Oroville Hospital,Acute Stroke Ischemic,4.0,165.0,2.0,Better,39.50485,-121.542
2017,Butte,Oroville Hospital,Pneumonia,0.0,11.0,0.0,As Expected,39.50485,-121.542
2017,Butte,Oroville Hospital,Acute Stroke Hemorrhagic,3.0,6.0,25.2,As Expected,39.50485,-121.542
2017,Butte,Oroville Hospital,Heart Failure,4.0,475.0,0.8,Better,39.50485,-121.542
2017,Butte,Oroville Hospital,AMI,1.0,32.0,1.8,As Expected,39.50485,-121.542
2017,Butte,Oroville Hospital,Hip Fracture,2.0,73.0,1.3,As Expected,39.50485,-121.542
2017,Butte,Oroville Hospital,Acute Stroke,7.0,171.0,5.1,As Expected,39.50485,-121.542
2017,Butte,Oroville Hospital,GI Hemorrhage,3.0,186.0,1.4,As Expected,39.50485,-121.542
2017,Butte,Oroville Hospital,Carotid Endarterectomy,0.0,17.0,0.0,As Expected,39.50485,-121.542
2017,Butte,Enloe Medical Center Esplanade,Acute Stroke,35.0,373.0,9.3,As Expected,39.74226,-121.849
2017,Butte,Enloe Medical Center Esplanade,Acute Stroke Subarachnoid,2.0,3.0,28.9,As Expected,39.74226,-121.849
2017,Butte,Enloe Medical Center Esplanade,Acute Stroke Ischemic,14.0,289.0,4.5,As Expected,39.74226,-121.849
2017,Butte,Enloe Medical Center Esplanade,Hip Fracture,3.0,188.0,1.7,As Expected,39.74226,-121.849
2017,Butte,Enloe Medical Center Esplanade,Carotid Endarterectomy,0.0,86.0,0.0,As Expected,39.74226,-121.849
2017,Butte,Enloe Medical Center Esplanade,Heart Failure,26.0,700.0,3.1,As Expected,39.74226,-121.849
2017,Butte,Enloe Medical Center Esplanade,Pneumonia,11.0,358.0,3.4,As Expected,39.74226,-121.849
2017,Butte,Enloe Medical Center Esplanade,Isolated CABG Operative Mor,3.0,155.0,2.1,As Expected,39.74,-121.85
2017,Butte,Enloe Medical Center Esplanade,AMI,18.0,398.0,5.5,As Expected,39.74226,-121.849
2017,Butte,Enloe Medical Center Esplanade,PCI,5.0,263.0,2.7,As Expected,39.74226,-121.849
2017,Butte,Enloe Medical Center Esplanade,GI Hemorrhage,5.0,376.0,1.5,As Expected,39.74226,-121.849
2017,Butte,Enloe Medical Center Esplanade,Acute Stroke Hemorrhagic,19.0,81.0,23.5,As Expected,39.74226,-121.849
2017,Calaveras,Mark Twain Medical Center,Acute Stroke,1.0,22.0,22.9,As Expected,38.19057,-120.67
2017,Calaveras,Mark Twain Medical Center,Pneumonia,0.0,50.0,0.0,As Expected,38.19057,-120.67
2017,Calaveras,Mark Twain Medical Center,Heart Failure,2.0,39.0,2.7,As Expected,38.19057,-120.67
2017,Calaveras,Mark Twain Medical Center,AMI,0.0,3.0,0.0,As Expected,38.19057,-120.67
2017,Calaveras,Mark Twain Medical Center,GI Hemorrhage,0.0,8.0,0.0,As Expected,38.19057,-120.67
2017,Calaveras,Mark Twain Medical Center,Acute Stroke Ischemic,0.0,21.0,0.0,As Expected,38.19057,-120.67
2017,Calaveras,Mark Twain Medical Center,Hip Fracture,0.0,25.0,0.0,As Expected,38.19057,-120.67
2017,Contra Costa,Contra Costa Regional Medical Center,Acute Stroke Ischemic,0.0,75.0,0.0,As Expected,38.00646,-122.131
2017,Contra Costa,Contra Costa Regional Medical Center,AMI,0.0,33.0,0.0,As Expected,38.00646,-122.131
2017,Contra Costa,Contra Costa Regional Medical Center,Hip Fracture,0.0,16.0,0.0,As Expected,38.00646,-122.131
2017,Contra Costa,Contra Costa Regional Medical Center,Acute Stroke,1.0,80.0,7.5,As Expected,38.00646,-122.131
2017,Contra Costa,Contra Costa Regional Medical Center,Pneumonia,1.0,94.0,2.1,As Expected,38.00646,-122.131
2017,Contra Costa,Contra Costa Regional Medical Center,Heart Failure,2.0,293.0,1.3,As Expected,38.00646,-122.131
2017,Contra Costa,Contra Costa Regional Medical Center,GI Hemorrhage,1.0,118.0,2.2,As Expected,38.00646,-122.131
2017,Contra Costa,Contra Costa Regional Medical Center,Acute Stroke Hemorrhagic,1.0,5.0,71.2,As Expected,38.00646,-122.131
2017,Contra Costa,Sutter Delta Medical Center,GI Hemorrhage,1.0,88.0,1.1,As Expected,37.98222,-121.805
2017,Contra Costa,Sutter Delta Medical Center,Hip Fracture,3.0,57.0,3.0,As Expected,37.98222,-121.805
2017,Contra Costa,Sutter Delta Medical Center,Elective PCI Mortality,0.0,11.0,0.0,As Expected,37.98222,-121.8054
2017,Contra Costa,Sutter Delta Medical Center,Heart Failure,10.0,524.0,1.9,As Expected,37.98222,-121.805
2017,Contra Costa,Sutter Delta Medical Center,PCI,5.0,203.0,2.8,As Expected,37.98222,-121.805
2017,Contra Costa,Sutter Delta Medical Center,Acute Stroke,3.0,85.0,4.2,As Expected,37.98222,-121.805
2017,Contra Costa,Sutter Delta Medical Center,Elective PCI Stroke,0.0,11.0,0.0,As Expected,37.98222,-121.8054
2017,Contra Costa,Sutter Delta Medical Center,Acute Stroke Hemorrhagic,1.0,3.0,17.6,As Expected,37.98222,-121.805
2017,Contra Costa,Sutter Delta Medical Center,Pneumonia,5.0,110.0,4.5,As Expected,37.98222,-121.805
2017,Contra Costa,Sutter Delta Medical Center,Acute Stroke Ischemic,1.0,81.0,1.1,As Expected,37.98222,-121.805
2017,Contra Costa,Sutter Delta Medical Center,Elective PCI Emergency CABG,0.0,11.0,0.0,As Expected,37.98222,-121.8054
2017,Contra Costa,Sutter Delta Medical Center,AMI,10.0,214.0,5.4,As Expected,37.98222,-121.805
2017,Contra Costa,John Muir Medical Center  Walnut Creek Campus,Acute Stroke Ischemic,31.0,326.0,4.8,As Expected,37.91304,-122.04
2017,Contra Costa,John Muir Medical Center  Walnut Creek Campus,PCI,3.0,79.0,4.8,As Expected,37.91304,-122.04
2017,Contra Costa,John Muir Medical Center  Walnut Creek Campus,Acute Stroke Subarachnoid,8.0,31.0,25.1,As Expected,37.91304,-122.04
2017,Contra Costa,John Muir Medical Center  Walnut Creek Campus,Pneumonia,10.0,339.0,1.9,As Expected,37.91304,-122.04
2017,Contra Costa,John Muir Medical Center  Walnut Creek Campus,Acute Stroke Hemorrhagic,42.0,176.0,17.6,As Expected,37.91304,-122.04
2017,Contra Costa,John Muir Medical Center  Walnut Creek Campus,Hip Fracture,4.0,216.0,1.4,As Expected,37.91304,-122.04
2017,Contra Costa,John Muir Medical Center  Walnut Creek Campus,Pancreatic Resection,0.0,6.0,0.0,As Expected,37.91304,-122.04
2017,Contra Costa,John Muir Medical Center  Walnut Creek Campus,AMI,14.0,160.0,6.8,As Expected,37.91304,-122.04
2017,Contra Costa,John Muir Medical Center  Walnut Creek Campus,GI Hemorrhage,14.0,472.0,2.3,As Expected,37.91304,-122.04
2017,Contra Costa,John Muir Medical Center  Walnut Creek Campus,Acute Stroke,81.0,533.0,8.1,As Expected,37.91304,-122.04
2017,Contra Costa,John Muir Medical Center  Walnut Creek Campus,Carotid Endarterectomy,0.0,12.0,0.0,As Expected,37.91304,-122.04
2017,Contra Costa,John Muir Medical Center  Walnut Creek Campus,Heart Failure,27.0,576.0,2.9,As Expected,37.91304,-122.04
2017,Contra Costa,Kaiser Foundation Hospital  Walnut Creek,Acute Stroke Ischemic,5.0,159.0,3.4,As Expected,37.8923,-122.058
2017,Contra Costa,Kaiser Foundation Hospital  Walnut Creek,Hip Fracture,2.0,215.0,1.2,As Expected,37.8923,-122.058
2017,Contra Costa,Kaiser Foundation Hospital  Walnut Creek,Carotid Endarterectomy,0.0,31.0,0.0,As Expected,37.8923,-122.058
2017,Contra Costa,Kaiser Foundation Hospital  Walnut Creek,Elective PCI Mortality,1.0,148.0,1.0,As Expected,37.8923,-122.05828
2017,Contra Costa,Kaiser Foundation Hospital  Walnut Creek,Acute Stroke,9.0,210.0,6.0,As Expected,37.8923,-122.058
2017,Contra Costa,Kaiser Foundation Hospital  Walnut Creek,Heart Failure,13.0,396.0,2.4,As Expected,37.8923,-122.058
2017,Contra Costa,Kaiser Foundation Hospital  Walnut Creek,Elective PCI Emergency CABG,1.0,148.0,0.65,As Expected,37.8923,-122.05828
2017,Contra Costa,Kaiser Foundation Hospital  Walnut Creek,Acute Stroke Hemorrhagic,4.0,50.0,13.9,As Expected,37.8923,-122.058
2017,Contra Costa,Kaiser Foundation Hospital  Walnut Creek,PCI,3.0,172.0,2.4,As Expected,37.8923,-122.058
2017,Contra Costa,Kaiser Foundation Hospital  Walnut Creek,Elective PCI Stroke,0.0,148.0,0.0,As Expected,37.8923,-122.05828
2017,Contra Costa,Kaiser Foundation Hospital  Walnut Creek,Pneumonia,4.0,132.0,2.4,As Expected,37.8923,-122.058
2017,Contra Costa,Kaiser Foundation Hospital  Walnut Creek,GI Hemorrhage,5.0,208.0,2.2,As Expected,37.8923,-122.058
2017,Contra Costa,Kaiser Foundation Hospital  Walnut Creek,AMI,9.0,216.0,4.4,As Expected,37.8923,-122.058
2017,Contra Costa,John Muir Medical Center  Concord Campus,PCI,8.0,279.0,2.8,As Expected,37.98615,-122.038
2017,Contra Costa,John Muir Medical Center  Concord Campus,AMI,16.0,403.0,3.9,As Expected,37.98615,-122.038
2017,Contra Costa,John Muir Medical Center  Concord Campus,GI Hemorrhage,8.0,291.0,2.5,As Expected,37.98615,-122.038
2017,Contra Costa,John Muir Medical Center  Concord Campus,Carotid Endarterectomy,0.0,71.0,0.0,As Expected,37.98615,-122.038
2017,Contra Costa,John Muir Medical Center  Concord Campus,Isolated CABG Operative Mor,3.0,183.0,1.36,As Expected,37.99,-122.04
2017,Contra Costa,John Muir Medical Center  Concord Campus,Pneumonia,4.0,184.0,1.8,As Expected,37.98615,-122.038
2017,Contra Costa,John Muir Medical Center  Concord Campus,Acute Stroke,9.0,204.0,6.4,As Expected,37.98615,-122.038
2017,Contra Costa,John Muir Medical Center  Concord Campus,Heart Failure,20.0,742.0,2.2,As Expected,37.98615,-122.038
